SNAME,CNAME,ACT_DATE,DEACT_DATE,TRACK_SIGN,TOT_HIST,TOT_FRESH,TOT_SIGHT,VEG_CAT,TRANSID,SECTION,TRANSNAME,SITE,LAT_MID,LONG_MID
Urocyon cinereoargenteus,Gray Fox,10/15/2001,5/31/2013,Scat,1,1,2,Riparian and Bottomland Habitat,42,11,Highway 67 Culverts,Culverts under Hwy 67 (near Sycamore Canyon),32.958066,116.970966
Urocyon cinereoargenteus,Gray Fox,10/15/2001,5/31/2013,Tracks,0,2,2,Riparian and Bottomland Habitat,42,11,Highway 67 Culverts,Culverts under Hwy 67 (near Sycamore Canyon),32.958066,116.970966
Mustela frenata,Long Tailed Weasel,10/15/2001,5/31/2013,Scat,1,0,1,Riparian and Bottomland Habitat,42,11,Highway 67 Culverts,Culverts under Hwy 67 (near Sycamore Canyon),32.958066,116.970966
Mustela frenata,Long Tailed Weasel,10/15/2001,5/31/2013,Tracks,0,2,2,Riparian and Bottomland Habitat,42,11,Highway 67 Culverts,Culverts under Hwy 67 (near Sycamore Canyon),32.958066,116.970966
Odocoileus hemionus,Mule Deer,10/15/2001,5/31/2013,Browse,1,2,3,Riparian and Bottomland Habitat,42,11,Highway 67 Culverts,Culverts under Hwy 67 (near Sycamore Canyon),32.958066,116.970966
Odocoileus hemionus,Mule Deer,10/15/2001,5/31/2013,Tracks,0,2,2,Riparian and Bottomland Habitat,42,11,Highway 67 Culverts,Culverts under Hwy 67 (near Sycamore Canyon),32.958066,116.970966
Didelphis virginiana,Opossum,10/15/2001,5/31/2013,Tracks,0,3,3,Riparian and Bottomland Habitat,42,11,Highway 67 Culverts,Culverts under Hwy 67 (near Sycamore Canyon),32.958066,116.970966
Procyon lotor,Raccoon,10/15/2001,5/31/2013,Tracks,2,62,64,Riparian and Bottomland Habitat,42,11,Highway 67 Culverts,Culverts under Hwy 67 (near Sycamore Canyon),32.958066,116.970966
Neotoma lepida,Woodrat/Packrat,10/15/2001,5/31/2013,Den/Bed Site,0,2,2,Riparian and Bottomland Habitat,42,11,Highway 67 Culverts,Culverts under Hwy 67 (near Sycamore Canyon),32.958066,116.970966
Neotoma lepida,Woodrat/Packrat,10/15/2001,5/31/2013,Tracks,0,6,6,Riparian and Bottomland Habitat,42,11,Highway 67 Culverts,Culverts under Hwy 67 (near Sycamore Canyon),32.958066,116.970966
Lepus californicus,Black Tailed Jackrabbit,10/15/2001,5/31/2013,Tracks,0,2,2,Scrub and Chaparral,42,21,Highway 67 Culverts,Culverts under Hwy 67 (near Sycamore Canyon),32.94123,116.955255
Lynx rufus,Bobcat,10/15/2001,5/31/2013,Scat,8,1,9,Scrub and Chaparral,42,21,Highway 67 Culverts,Culverts under Hwy 67 (near Sycamore Canyon),32.94123,116.955255
Lynx rufus,Bobcat,10/15/2001,5/31/2013,Tracks,0,1,1,Scrub and Chaparral,42,21,Highway 67 Culverts,Culverts under Hwy 67 (near Sycamore Canyon),32.94123,116.955255
Canis latrans,Coyote,10/15/2001,5/31/2013,Scat,4,4,8,Scrub and Chaparral,42,21,Highway 67 Culverts,Culverts under Hwy 67 (near Sycamore Canyon),32.94123,116.955255
Canis latrans,Coyote,10/15/2001,5/31/2013,Tracks,10,28,38,Scrub and Chaparral,42,21,Highway 67 Culverts,Culverts under Hwy 67 (near Sycamore Canyon),32.94123,116.955255
Urocyon cinereoargenteus,Gray Fox,10/15/2001,5/31/2013,Scat,0,3,3,Scrub and Chaparral,42,21,Highway 67 Culverts,Culverts under Hwy 67 (near Sycamore Canyon),32.94123,116.955255
Urocyon cinereoargenteus,Gray Fox,10/15/2001,5/31/2013,Tracks,0,1,1,Scrub and Chaparral,42,21,Highway 67 Culverts,Culverts under Hwy 67 (near Sycamore Canyon),32.94123,116.955255
Odocoileus hemionus,Mule Deer,10/15/2001,5/31/2013,Tracks,2,7,9,Scrub and Chaparral,42,21,Highway 67 Culverts,Culverts under Hwy 67 (near Sycamore Canyon),32.94123,116.955255
Procyon lotor,Raccoon,10/15/2001,5/31/2013,Tracks,0,3,3,Scrub and Chaparral,42,21,Highway 67 Culverts,Culverts under Hwy 67 (near Sycamore Canyon),32.94123,116.955255
Neotoma lepida,Woodrat/Packrat,10/15/2001,5/31/2013,Den/Bed Site,0,1,1,Scrub and Chaparral,42,21,Highway 67 Culverts,Culverts under Hwy 67 (near Sycamore Canyon),32.94123,116.955255
Lynx rufus,Bobcat,4/15/2002,5/31/2013,Claw Marks,0,5,5,Scrub and Chaparral,48,1,Crest North,Crestridge Ecological Reserve,32.838408,116.8494
Lynx rufus,Bobcat,4/15/2002,5/31/2013,Scat,14,10,24,Scrub and Chaparral,48,1,Crest North,Crestridge Ecological Reserve,32.838408,116.8494
Puma concolor,Cougar,4/15/2002,5/31/2013,Scat,0,2,2,Scrub and Chaparral,48,1,Crest North,Crestridge Ecological Reserve,32.838408,116.8494
Puma concolor,Cougar,4/15/2002,5/31/2013,Tracks,0,1,1,Scrub and Chaparral,48,1,Crest North,Crestridge Ecological Reserve,32.838408,116.8494
Canis latrans,Coyote,4/15/2002,5/31/2013,Den/Bed Site,0,3,3,Scrub and Chaparral,48,1,Crest North,Crestridge Ecological Reserve,32.838408,116.8494
Canis latrans,Coyote,4/15/2002,5/31/2013,Scat,12,16,28,Scrub and Chaparral,48,1,Crest North,Crestridge Ecological Reserve,32.838408,116.8494
Canis latrans,Coyote,4/15/2002,5/31/2013,Tracks,2,49,51,Scrub and Chaparral,48,1,Crest North,Crestridge Ecological Reserve,32.838408,116.8494
Urocyon cinereoargenteus,Gray Fox,4/15/2002,5/31/2013,Scat,6,4,10,Scrub and Chaparral,48,1,Crest North,Crestridge Ecological Reserve,32.838408,116.8494
Odocoileus hemionus,Mule Deer,4/15/2002,5/31/2013,Tracks,0,1,1,Scrub and Chaparral,48,1,Crest North,Crestridge Ecological Reserve,32.838408,116.8494
Procyon lotor,Raccoon,4/15/2002,5/31/2013,Scat,0,13,13,Scrub and Chaparral,48,1,Crest North,Crestridge Ecological Reserve,32.838408,116.8494
Procyon lotor,Raccoon,4/15/2002,5/31/2013,Tracks,0,3,3,Scrub and Chaparral,48,1,Crest North,Crestridge Ecological Reserve,32.838408,116.8494
Neotoma lepida,Woodrat/Packrat,4/15/2002,5/31/2013,Den/Bed Site,2,44,46,Scrub and Chaparral,48,1,Crest North,Crestridge Ecological Reserve,32.838408,116.8494
Neotoma lepida,Woodrat/Packrat,4/15/2002,5/31/2013,Tracks,0,2,2,Scrub and Chaparral,48,1,Crest North,Crestridge Ecological Reserve,32.838408,116.8494
Lynx rufus,Bobcat,4/15/2002,5/31/2013,Claw Marks,4,4,8,Scrub and Chaparral,48,2,Crest North,Crestridge Ecological Reserve,32.839617,116.851808
Lynx rufus,Bobcat,4/15/2002,5/31/2013,Scat,17,18,35,Scrub and Chaparral,48,2,Crest North,Crestridge Ecological Reserve,32.839617,116.851808
Puma concolor,Cougar,4/15/2002,5/31/2013,Scat,1,4,5,Scrub and Chaparral,48,2,Crest North,Crestridge Ecological Reserve,32.839617,116.851808
Canis latrans,Coyote,4/15/2002,5/31/2013,Claw Marks,0,5,5,Scrub and Chaparral,48,2,Crest North,Crestridge Ecological Reserve,32.839617,116.851808
Canis latrans,Coyote,4/15/2002,5/31/2013,Scat,19,8,27,Scrub and Chaparral,48,2,Crest North,Crestridge Ecological Reserve,32.839617,116.851808
Canis latrans,Coyote,4/15/2002,5/31/2013,Tracks,2,54,56,Scrub and Chaparral,48,2,Crest North,Crestridge Ecological Reserve,32.839617,116.851808
Urocyon cinereoargenteus,Gray Fox,4/15/2002,5/31/2013,Den/Bed Site,0,1,1,Scrub and Chaparral,48,2,Crest North,Crestridge Ecological Reserve,32.839617,116.851808
Urocyon cinereoargenteus,Gray Fox,4/15/2002,5/31/2013,Scat,2,2,4,Scrub and Chaparral,48,2,Crest North,Crestridge Ecological Reserve,32.839617,116.851808
Odocoileus hemionus,Mule Deer,4/15/2002,5/31/2013,Tracks,0,1,1,Scrub and Chaparral,48,2,Crest North,Crestridge Ecological Reserve,32.839617,116.851808
Procyon lotor,Raccoon,4/15/2002,5/31/2013,Scat,1,0,1,Scrub and Chaparral,48,2,Crest North,Crestridge Ecological Reserve,32.839617,116.851808
Procyon lotor,Raccoon,4/15/2002,5/31/2013,Tracks,0,12,12,Scrub and Chaparral,48,2,Crest North,Crestridge Ecological Reserve,32.839617,116.851808
Neotoma lepida,Woodrat/Packrat,4/15/2002,5/31/2013,Den/Bed Site,1,13,14,Scrub and Chaparral,48,2,Crest North,Crestridge Ecological Reserve,32.839617,116.851808
Lynx rufus,Bobcat,4/15/2002,5/31/2013,Claw Marks,0,5,5,Scrub and Chaparral,48,3,Crest North,Crestridge Ecological Reserve,32.840275,116.854567
Lynx rufus,Bobcat,4/15/2002,5/31/2013,Scat,8,38,46,Scrub and Chaparral,48,3,Crest North,Crestridge Ecological Reserve,32.840275,116.854567
Lynx rufus,Bobcat,4/15/2002,5/31/2013,Tracks,0,5,5,Scrub and Chaparral,48,3,Crest North,Crestridge Ecological Reserve,32.840275,116.854567
Puma concolor,Cougar,4/15/2002,5/31/2013,Scat,1,2,3,Scrub and Chaparral,48,3,Crest North,Crestridge Ecological Reserve,32.840275,116.854567
Canis latrans,Coyote,4/15/2002,5/31/2013,Den/Bed Site,0,2,2,Scrub and Chaparral,48,3,Crest North,Crestridge Ecological Reserve,32.840275,116.854567
Canis latrans,Coyote,4/15/2002,5/31/2013,Scat,30,31,61,Scrub and Chaparral,48,3,Crest North,Crestridge Ecological Reserve,32.840275,116.854567
Canis latrans,Coyote,4/15/2002,5/31/2013,Tracks,5,36,41,Scrub and Chaparral,48,3,Crest North,Crestridge Ecological Reserve,32.840275,116.854567
Urocyon cinereoargenteus,Gray Fox,4/15/2002,5/31/2013,Scat,7,11,18,Scrub and Chaparral,48,3,Crest North,Crestridge Ecological Reserve,32.840275,116.854567
Procyon lotor,Raccoon,4/15/2002,5/31/2013,Claw Marks,0,1,1,Scrub and Chaparral,48,3,Crest North,Crestridge Ecological Reserve,32.840275,116.854567
Procyon lotor,Raccoon,4/15/2002,5/31/2013,Scat,2,7,9,Scrub and Chaparral,48,3,Crest North,Crestridge Ecological Reserve,32.840275,116.854567
Procyon lotor,Raccoon,4/15/2002,5/31/2013,Tracks,0,4,4,Scrub and Chaparral,48,3,Crest North,Crestridge Ecological Reserve,32.840275,116.854567
Neotoma lepida,Woodrat/Packrat,4/15/2002,5/31/2013,Den/Bed Site,0,3,3,Scrub and Chaparral,48,3,Crest North,Crestridge Ecological Reserve,32.840275,116.854567
Lynx rufus,Bobcat,4/15/2002,5/31/2013,Scat,20,12,32,Scrub and Chaparral,48,4,Crest North,Crestridge Ecological Reserve,32.839475,116.85245
Lynx rufus,Bobcat,4/15/2002,5/31/2013,Tracks,1,6,7,Scrub and Chaparral,48,4,Crest North,Crestridge Ecological Reserve,32.839475,116.85245
Puma concolor,Cougar,4/15/2002,5/31/2013,Scat,4,0,4,Scrub and Chaparral,48,4,Crest North,Crestridge Ecological Reserve,32.839475,116.85245
Canis latrans,Coyote,4/15/2002,5/31/2013,Scat,3,4,7,Scrub and Chaparral,48,4,Crest North,Crestridge Ecological Reserve,32.839475,116.85245
Canis latrans,Coyote,4/15/2002,5/31/2013,Tracks,1,13,14,Scrub and Chaparral,48,4,Crest North,Crestridge Ecological Reserve,32.839475,116.85245
Urocyon cinereoargenteus,Gray Fox,4/15/2002,5/31/2013,Scat,1,0,1,Scrub and Chaparral,48,4,Crest North,Crestridge Ecological Reserve,32.839475,116.85245
Odocoileus hemionus,Mule Deer,4/15/2002,5/31/2013,Tracks,0,2,2,Scrub and Chaparral,48,4,Crest North,Crestridge Ecological Reserve,32.839475,116.85245
Procyon lotor,Raccoon,4/15/2002,5/31/2013,Scat,0,2,2,Scrub and Chaparral,48,4,Crest North,Crestridge Ecological Reserve,32.839475,116.85245
Procyon lotor,Raccoon,4/15/2002,5/31/2013,Tracks,0,3,3,Scrub and Chaparral,48,4,Crest North,Crestridge Ecological Reserve,32.839475,116.85245
Lynx rufus,Bobcat,4/15/2002,5/31/2013,Claw Marks,0,1,1,Scrub and Chaparral,48,5,Crest North,Crestridge Ecological Reserve,32.839675,116.846325
Lynx rufus,Bobcat,4/15/2002,5/31/2013,Scat,18,22,40,Scrub and Chaparral,48,5,Crest North,Crestridge Ecological Reserve,32.839675,116.846325
Puma concolor,Cougar,4/15/2002,5/31/2013,Scat,2,0,2,Scrub and Chaparral,48,5,Crest North,Crestridge Ecological Reserve,32.839675,116.846325
Canis latrans,Coyote,4/15/2002,5/31/2013,Scat,10,12,22,Scrub and Chaparral,48,5,Crest North,Crestridge Ecological Reserve,32.839675,116.846325
Canis latrans,Coyote,4/15/2002,5/31/2013,Tracks,1,23,24,Scrub and Chaparral,48,5,Crest North,Crestridge Ecological Reserve,32.839675,116.846325
Urocyon cinereoargenteus,Gray Fox,4/15/2002,5/31/2013,Scat,2,10,12,Scrub and Chaparral,48,5,Crest North,Crestridge Ecological Reserve,32.839675,116.846325
Urocyon cinereoargenteus,Gray Fox,4/15/2002,5/31/2013,Tracks,0,1,1,Scrub and Chaparral,48,5,Crest North,Crestridge Ecological Reserve,32.839675,116.846325
Procyon lotor,Raccoon,4/15/2002,5/31/2013,Scat,2,5,7,Scrub and Chaparral,48,5,Crest North,Crestridge Ecological Reserve,32.839675,116.846325
Procyon lotor,Raccoon,4/15/2002,5/31/2013,Tracks,1,0,1,Scrub and Chaparral,48,5,Crest North,Crestridge Ecological Reserve,32.839675,116.846325
Lynx rufus,Bobcat,4/15/2002,5/31/2013,Claw Marks,0,2,2,Scrub and Chaparral,48,6,Crest North,Crestridge Ecological Reserve,32.840267,116.843542
Lynx rufus,Bobcat,4/15/2002,5/31/2013,Scat,14,29,43,Scrub and Chaparral,48,6,Crest North,Crestridge Ecological Reserve,32.840267,116.843542
Lynx rufus,Bobcat,4/15/2002,5/31/2013,Tracks,0,1,1,Scrub and Chaparral,48,6,Crest North,Crestridge Ecological Reserve,32.840267,116.843542
Puma concolor,Cougar,4/15/2002,5/31/2013,Scat,1,2,3,Scrub and Chaparral,48,6,Crest North,Crestridge Ecological Reserve,32.840267,116.843542
Canis latrans,Coyote,4/15/2002,5/31/2013,Claw Marks,0,2,2,Scrub and Chaparral,48,6,Crest North,Crestridge Ecological Reserve,32.840267,116.843542
Canis latrans,Coyote,4/15/2002,5/31/2013,Scat,9,29,38,Scrub and Chaparral,48,6,Crest North,Crestridge Ecological Reserve,32.840267,116.843542
Canis latrans,Coyote,4/15/2002,5/31/2013,Tracks,0,11,11,Scrub and Chaparral,48,6,Crest North,Crestridge Ecological Reserve,32.840267,116.843542
Urocyon cinereoargenteus,Gray Fox,4/15/2002,5/31/2013,Scat,0,6,6,Scrub and Chaparral,48,6,Crest North,Crestridge Ecological Reserve,32.840267,116.843542
Didelphis virginiana,Opossum,4/15/2002,5/31/2013,Scat,1,0,1,Scrub and Chaparral,48,6,Crest North,Crestridge Ecological Reserve,32.840267,116.843542
Procyon lotor,Raccoon,4/15/2002,5/31/2013,Scat,0,1,1,Scrub and Chaparral,48,6,Crest North,Crestridge Ecological Reserve,32.840267,116.843542
Procyon lotor,Raccoon,4/15/2002,5/31/2013,Tracks,0,2,2,Scrub and Chaparral,48,6,Crest North,Crestridge Ecological Reserve,32.840267,116.843542
Lynx rufus,Bobcat,7/24/2003,5/31/2013,Scat,1,0,1,Scrub and Chaparral,49,1,Holly Springs Wildlife Corridor,Calavera Open Space,33.15857,117.270805
Canis latrans,Coyote,7/24/2003,5/31/2013,Scat,3,0,3,Scrub and Chaparral,49,1,Holly Springs Wildlife Corridor,Calavera Open Space,33.15857,117.270805
Canis latrans,Coyote,7/24/2003,5/31/2013,Tracks,0,4,4,Scrub and Chaparral,49,1,Holly Springs Wildlife Corridor,Calavera Open Space,33.15857,117.270805
Neotoma lepida,Woodrat/Packrat,7/24/2003,5/31/2013,Den/Bed Site,1,0,1,Scrub and Chaparral,49,1,Holly Springs Wildlife Corridor,Calavera Open Space,33.15857,117.270805
Lynx rufus,Bobcat,7/24/2003,5/31/2013,Scat,2,0,2,Scrub and Chaparral,49,2,Holly Springs Wildlife Corridor,Calavera Open Space,33.155605,117.27079
Lynx rufus,Bobcat,7/24/2003,5/31/2013,Tracks,0,6,6,Scrub and Chaparral,49,2,Holly Springs Wildlife Corridor,Calavera Open Space,33.155605,117.27079
Canis latrans,Coyote,7/24/2003,5/31/2013,Scat,1,1,2,Scrub and Chaparral,49,2,Holly Springs Wildlife Corridor,Calavera Open Space,33.155605,117.27079
Lynx rufus,Bobcat,7/24/2003,5/31/2013,Scat,1,0,1,Scrub and Chaparral,49,3,Holly Springs Wildlife Corridor,Calavera Open Space,33.154285,117.273365
Lynx rufus,Bobcat,7/24/2003,5/31/2013,Tracks,0,2,2,Scrub and Chaparral,49,3,Holly Springs Wildlife Corridor,Calavera Open Space,33.154285,117.273365
Canis latrans,Coyote,7/24/2003,5/31/2013,Tracks,0,5,5,Scrub and Chaparral,49,3,Holly Springs Wildlife Corridor,Calavera Open Space,33.154285,117.273365
Lynx rufus,Bobcat,7/24/2003,5/31/2013,Scat,5,0,5,"Grasslands, Vernal Pools, Meadows, and Other Herb Communities",50,1,Carlsbad Highlands Loop,Calavera Open Space,33.164375,117.27196
Lynx rufus,Bobcat,7/24/2003,5/31/2013,Tracks,0,1,1,"Grasslands, Vernal Pools, Meadows, and Other Herb Communities",50,1,Carlsbad Highlands Loop,Calavera Open Space,33.164375,117.27196
Puma concolor,Cougar,7/24/2003,5/31/2013,Scat,1,0,1,"Grasslands, Vernal Pools, Meadows, and Other Herb Communities",50,1,Carlsbad Highlands Loop,Calavera Open Space,33.164375,117.27196
Canis latrans,Coyote,7/24/2003,5/31/2013,Scat,46,14,60,"Grasslands, Vernal Pools, Meadows, and Other Herb Communities",50,1,Carlsbad Highlands Loop,Calavera Open Space,33.164375,117.27196
Canis latrans,Coyote,7/24/2003,5/31/2013,Tracks,0,31,31,"Grasslands, Vernal Pools, Meadows, and Other Herb Communities",50,1,Carlsbad Highlands Loop,Calavera Open Space,33.164375,117.27196
Urocyon cinereoargenteus,Gray Fox,7/24/2003,5/31/2013,Scat,0,1,1,"Grasslands, Vernal Pools, Meadows, and Other Herb Communities",50,1,Carlsbad Highlands Loop,Calavera Open Space,33.164375,117.27196
Procyon lotor,Raccoon,7/24/2003,5/31/2013,Tracks,0,1,1,"Grasslands, Vernal Pools, Meadows, and Other Herb Communities",50,1,Carlsbad Highlands Loop,Calavera Open Space,33.164375,117.27196
Geococcyx californianus,Roadrunner,7/24/2003,5/31/2013,Tracks,0,9,9,"Grasslands, Vernal Pools, Meadows, and Other Herb Communities",50,1,Carlsbad Highlands Loop,Calavera Open Space,33.164375,117.27196
Lynx rufus,Bobcat,7/24/2003,5/31/2013,Scat,11,6,17,Scrub and Chaparral,50,2,Carlsbad Highlands Loop,Calavera Open Space,33.163745,117.275705
Lynx rufus,Bobcat,7/24/2003,5/31/2013,Tracks,0,3,3,Scrub and Chaparral,50,2,Carlsbad Highlands Loop,Calavera Open Space,33.163745,117.275705
Canis latrans,Coyote,7/24/2003,5/31/2013,Scat,74,19,93,Scrub and Chaparral,50,2,Carlsbad Highlands Loop,Calavera Open Space,33.163745,117.275705
Canis latrans,Coyote,7/24/2003,5/31/2013,Tracks,3,56,59,Scrub and Chaparral,50,2,Carlsbad Highlands Loop,Calavera Open Space,33.163745,117.275705
Urocyon cinereoargenteus,Gray Fox,7/24/2003,5/31/2013,Scat,0,2,2,Scrub and Chaparral,50,2,Carlsbad Highlands Loop,Calavera Open Space,33.163745,117.275705
Procyon lotor,Raccoon,7/24/2003,5/31/2013,Tracks,0,8,8,Scrub and Chaparral,50,2,Carlsbad Highlands Loop,Calavera Open Space,33.163745,117.275705
Geococcyx californianus,Roadrunner,7/24/2003,5/31/2013,Scat,2,0,2,Scrub and Chaparral,50,2,Carlsbad Highlands Loop,Calavera Open Space,33.163745,117.275705
Geococcyx californianus,Roadrunner,7/24/2003,5/31/2013,Tracks,0,12,12,Scrub and Chaparral,50,2,Carlsbad Highlands Loop,Calavera Open Space,33.163745,117.275705
Neotoma lepida,Woodrat/Packrat,7/24/2003,5/31/2013,Den/Bed Site,2,67,69,Scrub and Chaparral,50,2,Carlsbad Highlands Loop,Calavera Open Space,33.163745,117.275705
Neotoma lepida,Woodrat/Packrat,7/24/2003,5/31/2013,Tracks,0,1,1,Scrub and Chaparral,50,2,Carlsbad Highlands Loop,Calavera Open Space,33.163745,117.275705
Lynx rufus,Bobcat,7/24/2003,5/31/2013,Scat,8,1,9,Scrub and Chaparral,50,3,Carlsbad Highlands Loop,Calavera Open Space,33.163745,117.275705
Canis latrans,Coyote,7/24/2003,5/31/2013,Scat,38,16,54,Scrub and Chaparral,50,3,Carlsbad Highlands Loop,Calavera Open Space,33.163745,117.275705
Canis latrans,Coyote,7/24/2003,5/31/2013,Tracks,2,39,41,Scrub and Chaparral,50,3,Carlsbad Highlands Loop,Calavera Open Space,33.163745,117.275705
Urocyon cinereoargenteus,Gray Fox,7/24/2003,5/31/2013,Scat,5,1,6,Scrub and Chaparral,50,3,Carlsbad Highlands Loop,Calavera Open Space,33.163745,117.275705
Urocyon cinereoargenteus,Gray Fox,7/24/2003,5/31/2013,Tracks,0,1,1,Scrub and Chaparral,50,3,Carlsbad Highlands Loop,Calavera Open Space,33.163745,117.275705
Procyon lotor,Raccoon,7/24/2003,5/31/2013,Tracks,0,2,2,Scrub and Chaparral,50,3,Carlsbad Highlands Loop,Calavera Open Space,33.163745,117.275705
Geococcyx californianus,Roadrunner,7/24/2003,5/31/2013,Sighting,0,1,1,Scrub and Chaparral,50,3,Carlsbad Highlands Loop,Calavera Open Space,33.163745,117.275705
Geococcyx californianus,Roadrunner,7/24/2003,5/31/2013,Tracks,0,5,5,Scrub and Chaparral,50,3,Carlsbad Highlands Loop,Calavera Open Space,33.163745,117.275705
Neotoma lepida,Woodrat/Packrat,7/24/2003,5/31/2013,Den/Bed Site,0,35,35,Scrub and Chaparral,50,3,Carlsbad Highlands Loop,Calavera Open Space,33.163745,117.275705
Canis latrans,Coyote,10/31/2005,5/31/2013,Scat,1,1,2,Scrub and Chaparral,55,1,CNLM Dank Tank Access Road,Rancho La Costa Habitat Conservation Area,33.092485,117.224265
Canis latrans,Coyote,10/31/2005,5/31/2013,Tracks,0,1,1,Scrub and Chaparral,55,1,CNLM Dank Tank Access Road,Rancho La Costa Habitat Conservation Area,33.092485,117.224265
Odocoileus hemionus,Mule Deer,10/31/2005,5/31/2013,Scat,3,0,3,Scrub and Chaparral,55,1,CNLM Dank Tank Access Road,Rancho La Costa Habitat Conservation Area,33.092485,117.224265
Odocoileus hemionus,Mule Deer,10/31/2005,5/31/2013,Tracks,6,2,8,Scrub and Chaparral,55,1,CNLM Dank Tank Access Road,Rancho La Costa Habitat Conservation Area,33.092485,117.224265
Neotoma lepida,Woodrat/Packrat,10/31/2005,5/31/2013,Den/Bed Site,2,2,4,Scrub and Chaparral,55,1,CNLM Dank Tank Access Road,Rancho La Costa Habitat Conservation Area,33.092485,117.224265
Canis latrans,Coyote,10/31/2005,5/31/2013,Scat,29,2,31,Scrub and Chaparral,55,2,CNLM Dank Tank Access Road,Rancho La Costa Habitat Conservation Area,33.091595,117.2238
Urocyon cinereoargenteus,Gray Fox,10/31/2005,5/31/2013,Scat,2,7,9,Scrub and Chaparral,55,2,CNLM Dank Tank Access Road,Rancho La Costa Habitat Conservation Area,33.091595,117.2238
Odocoileus hemionus,Mule Deer,10/31/2005,5/31/2013,Scat,2,0,2,Scrub and Chaparral,55,2,CNLM Dank Tank Access Road,Rancho La Costa Habitat Conservation Area,33.091595,117.2238
Odocoileus hemionus,Mule Deer,10/31/2005,5/31/2013,Tracks,21,2,23,Scrub and Chaparral,55,2,CNLM Dank Tank Access Road,Rancho La Costa Habitat Conservation Area,33.091595,117.2238
Procyon lotor,Raccoon,10/31/2005,5/31/2013,Scat,2,0,2,Scrub and Chaparral,55,2,CNLM Dank Tank Access Road,Rancho La Costa Habitat Conservation Area,33.091595,117.2238
Canis latrans,Coyote,10/31/2005,5/31/2013,Scat,9,1,10,Scrub and Chaparral,55,3,CNLM Dank Tank Access Road,Rancho La Costa Habitat Conservation Area,33.09057,117.22344
Urocyon cinereoargenteus,Gray Fox,10/31/2005,5/31/2013,Scat,10,4,14,Scrub and Chaparral,55,3,CNLM Dank Tank Access Road,Rancho La Costa Habitat Conservation Area,33.09057,117.22344
Odocoileus hemionus,Mule Deer,10/31/2005,5/31/2013,Scat,1,0,1,Scrub and Chaparral,55,3,CNLM Dank Tank Access Road,Rancho La Costa Habitat Conservation Area,33.09057,117.22344
Odocoileus hemionus,Mule Deer,10/31/2005,5/31/2013,Tracks,17,2,19,Scrub and Chaparral,55,3,CNLM Dank Tank Access Road,Rancho La Costa Habitat Conservation Area,33.09057,117.22344
Procyon lotor,Raccoon,10/31/2005,5/31/2013,Scat,1,0,1,Scrub and Chaparral,55,3,CNLM Dank Tank Access Road,Rancho La Costa Habitat Conservation Area,33.09057,117.22344
Canis latrans,Coyote,10/31/2005,5/31/2013,Scat,3,5,8,Scrub and Chaparral,55,4,CNLM Dank Tank Access Road,Rancho La Costa Habitat Conservation Area,33.09109,117.223
Canis latrans,Coyote,10/31/2005,5/31/2013,Tracks,0,9,9,Scrub and Chaparral,55,4,CNLM Dank Tank Access Road,Rancho La Costa Habitat Conservation Area,33.09109,117.223
Urocyon cinereoargenteus,Gray Fox,10/31/2005,5/31/2013,Scat,0,1,1,Scrub and Chaparral,55,4,CNLM Dank Tank Access Road,Rancho La Costa Habitat Conservation Area,33.09109,117.223
Odocoileus hemionus,Mule Deer,10/31/2005,5/31/2013,Tracks,0,9,9,Scrub and Chaparral,55,4,CNLM Dank Tank Access Road,Rancho La Costa Habitat Conservation Area,33.09109,117.223
Bassariscus astutus,Ringtail,10/31/2005,5/31/2013,Scat,0,1,1,Scrub and Chaparral,55,4,CNLM Dank Tank Access Road,Rancho La Costa Habitat Conservation Area,33.09109,117.223
Neotoma lepida,Woodrat/Packrat,10/31/2005,5/31/2013,Den/Bed Site,0,2,2,Scrub and Chaparral,55,4,CNLM Dank Tank Access Road,Rancho La Costa Habitat Conservation Area,33.09109,117.223
Canis latrans,Coyote,10/31/2005,5/31/2013,Scat,1,1,2,"Non-Native Vegetation, Developed Areas, or Unvegetated Habitat",56,1,CNLM Rancho Santa Fe Road Tunnel,Rancho La Costa Habitat Conservation Area,33.093355,117.224215
Canis latrans,Coyote,10/31/2005,5/31/2013,Tracks,0,5,5,"Non-Native Vegetation, Developed Areas, or Unvegetated Habitat",56,1,CNLM Rancho Santa Fe Road Tunnel,Rancho La Costa Habitat Conservation Area,33.093355,117.224215
Odocoileus hemionus,Mule Deer,10/31/2005,5/31/2013,Tracks,2,15,17,"Non-Native Vegetation, Developed Areas, or Unvegetated Habitat",56,1,CNLM Rancho Santa Fe Road Tunnel,Rancho La Costa Habitat Conservation Area,33.093355,117.224215
Procyon lotor,Raccoon,10/31/2005,5/31/2013,Tracks,0,4,4,"Non-Native Vegetation, Developed Areas, or Unvegetated Habitat",56,1,CNLM Rancho Santa Fe Road Tunnel,Rancho La Costa Habitat Conservation Area,33.093355,117.224215
Lynx rufus,Bobcat,10/31/2005,5/31/2013,Scat,1,0,1,"Non-Native Vegetation, Developed Areas, or Unvegetated Habitat",56,2,CNLM Rancho Santa Fe Road Tunnel,Rancho La Costa Habitat Conservation Area,33.092975,117.224225
