SNAME,CNAME,ACT_DATE,DEACT_DATE,TRACK_SIGN,TOT_HIST,TOT_FRESH,TOT_SIGHT,VEG_CAT,TRANSID,SECTION,TRANSNAME,SITE,LAT_MID,LONG_MID
Lepus californicus,Black Tailed Jackrabbit,7/15/1996,5/31/2013,Tracks,0.000000,1.000000,1.000000,Scrub and Chaparral,1.000000,2.000000,Sabre Springs to Mercy Property,Los Penasquitos Canyon Preserve,32.945292,117.097500
Lynx rufus,Bobcat,7/15/1996,5/31/2013,Evidence of Predation,0.000000,1.000000,1.000000,Scrub and Chaparral,1.000000,2.000000,Sabre Springs to Mercy Property,Los Penasquitos Canyon Preserve,32.945292,117.097500
Lynx rufus,Bobcat,7/15/1996,5/31/2013,Scat,8.000000,9.000000,17.000000,Scrub and Chaparral,1.000000,2.000000,Sabre Springs to Mercy Property,Los Penasquitos Canyon Preserve,32.945292,117.097500
Lynx rufus,Bobcat,7/15/1996,5/31/2013,Tracks,0.000000,7.000000,7.000000,Scrub and Chaparral,1.000000,2.000000,Sabre Springs to Mercy Property,Los Penasquitos Canyon Preserve,32.945292,117.097500
Puma concolor,Cougar,7/15/1996,5/31/2013,Scat,1.000000,0.000000,1.000000,Scrub and Chaparral,1.000000,2.000000,Sabre Springs to Mercy Property,Los Penasquitos Canyon Preserve,32.945292,117.097500
Canis latrans,Coyote,7/15/1996,5/31/2013,Scat,54.000000,20.000000,74.000000,Scrub and Chaparral,1.000000,2.000000,Sabre Springs to Mercy Property,Los Penasquitos Canyon Preserve,32.945292,117.097500
Canis latrans,Coyote,7/15/1996,5/31/2013,Tracks,2.000000,39.000000,41.000000,Scrub and Chaparral,1.000000,2.000000,Sabre Springs to Mercy Property,Los Penasquitos Canyon Preserve,32.945292,117.097500
Urocyon cinereoargenteus,Gray Fox,7/15/1996,5/31/2013,Scat,3.000000,8.000000,11.000000,Scrub and Chaparral,1.000000,2.000000,Sabre Springs to Mercy Property,Los Penasquitos Canyon Preserve,32.945292,117.097500
Urocyon cinereoargenteus,Gray Fox,7/15/1996,5/31/2013,Tracks,0.000000,3.000000,3.000000,Scrub and Chaparral,1.000000,2.000000,Sabre Springs to Mercy Property,Los Penasquitos Canyon Preserve,32.945292,117.097500
Odocoileus hemionus,Mule Deer,7/15/1996,5/31/2013,Browse,1.000000,1.000000,2.000000,Scrub and Chaparral,1.000000,2.000000,Sabre Springs to Mercy Property,Los Penasquitos Canyon Preserve,32.945292,117.097500
Odocoileus hemionus,Mule Deer,7/15/1996,5/31/2013,Den/Bed Site,0.000000,1.000000,1.000000,Scrub and Chaparral,1.000000,2.000000,Sabre Springs to Mercy Property,Los Penasquitos Canyon Preserve,32.945292,117.097500
Odocoileus hemionus,Mule Deer,7/15/1996,5/31/2013,Tracks,4.000000,51.000000,55.000000,Scrub and Chaparral,1.000000,2.000000,Sabre Springs to Mercy Property,Los Penasquitos Canyon Preserve,32.945292,117.097500
Didelphis virginiana,Opossum,7/15/1996,5/31/2013,Tracks,0.000000,3.000000,3.000000,Scrub and Chaparral,1.000000,2.000000,Sabre Springs to Mercy Property,Los Penasquitos Canyon Preserve,32.945292,117.097500
Procyon lotor,Raccoon,7/15/1996,5/31/2013,Tracks,0.000000,23.000000,23.000000,Scrub and Chaparral,1.000000,2.000000,Sabre Springs to Mercy Property,Los Penasquitos Canyon Preserve,32.945292,117.097500
Neotoma lepida,Woodrat/Packrat,7/15/1996,5/31/2013,Den/Bed Site,5.000000,156.000000,161.000000,Scrub and Chaparral,1.000000,2.000000,Sabre Springs to Mercy Property,Los Penasquitos Canyon Preserve,32.945292,117.097500
Neotoma lepida,Woodrat/Packrat,7/15/1996,5/31/2013,Scat,1.000000,8.000000,9.000000,Scrub and Chaparral,1.000000,2.000000,Sabre Springs to Mercy Property,Los Penasquitos Canyon Preserve,32.945292,117.097500
Neotoma lepida,Woodrat/Packrat,7/15/1996,5/31/2013,Tracks,0.000000,17.000000,17.000000,Scrub and Chaparral,1.000000,2.000000,Sabre Springs to Mercy Property,Los Penasquitos Canyon Preserve,32.945292,117.097500
Taxidea taxus,Badger,7/15/1996,5/31/2013,Evidence of Predation,0.000000,1.000000,1.000000,Scrub and Chaparral,1.000000,3.000000,Sabre Springs to Mercy Property,Los Penasquitos Canyon Preserve,32.944575,117.099183
Lynx rufus,Bobcat,7/15/1996,5/31/2013,Evidence of Predation,1.000000,0.000000,1.000000,Scrub and Chaparral,1.000000,3.000000,Sabre Springs to Mercy Property,Los Penasquitos Canyon Preserve,32.944575,117.099183
Lynx rufus,Bobcat,7/15/1996,5/31/2013,Scat,47.000000,27.000000,74.000000,Scrub and Chaparral,1.000000,3.000000,Sabre Springs to Mercy Property,Los Penasquitos Canyon Preserve,32.944575,117.099183
Lynx rufus,Bobcat,7/15/1996,5/31/2013,Tracks,4.000000,15.000000,19.000000,Scrub and Chaparral,1.000000,3.000000,Sabre Springs to Mercy Property,Los Penasquitos Canyon Preserve,32.944575,117.099183
Puma concolor,Cougar,7/15/1996,5/31/2013,Scat,5.000000,4.000000,9.000000,Scrub and Chaparral,1.000000,3.000000,Sabre Springs to Mercy Property,Los Penasquitos Canyon Preserve,32.944575,117.099183
Canis latrans,Coyote,7/15/1996,5/31/2013,Scat,126.000000,49.000000,175.000000,Scrub and Chaparral,1.000000,3.000000,Sabre Springs to Mercy Property,Los Penasquitos Canyon Preserve,32.944575,117.099183
Canis latrans,Coyote,7/15/1996,5/31/2013,Tracks,17.000000,100.000000,117.000000,Scrub and Chaparral,1.000000,3.000000,Sabre Springs to Mercy Property,Los Penasquitos Canyon Preserve,32.944575,117.099183
Urocyon cinereoargenteus,Gray Fox,7/15/1996,5/31/2013,Scat,12.000000,9.000000,21.000000,Scrub and Chaparral,1.000000,3.000000,Sabre Springs to Mercy Property,Los Penasquitos Canyon Preserve,32.944575,117.099183
Urocyon cinereoargenteus,Gray Fox,7/15/1996,5/31/2013,Tracks,0.000000,9.000000,9.000000,Scrub and Chaparral,1.000000,3.000000,Sabre Springs to Mercy Property,Los Penasquitos Canyon Preserve,32.944575,117.099183
Mustela frenata,Long Tailed Weasel,7/15/1996,5/31/2013,Scat,0.000000,3.000000,3.000000,Scrub and Chaparral,1.000000,3.000000,Sabre Springs to Mercy Property,Los Penasquitos Canyon Preserve,32.944575,117.099183
Mustela frenata,Long Tailed Weasel,7/15/1996,5/31/2013,Tracks,0.000000,1.000000,1.000000,Scrub and Chaparral,1.000000,3.000000,Sabre Springs to Mercy Property,Los Penasquitos Canyon Preserve,32.944575,117.099183
Odocoileus hemionus,Mule Deer,7/15/1996,5/31/2013,Browse,8.000000,9.000000,17.000000,Scrub and Chaparral,1.000000,3.000000,Sabre Springs to Mercy Property,Los Penasquitos Canyon Preserve,32.944575,117.099183
Odocoileus hemionus,Mule Deer,7/15/1996,5/31/2013,Scat,1.000000,0.000000,1.000000,Scrub and Chaparral,1.000000,3.000000,Sabre Springs to Mercy Property,Los Penasquitos Canyon Preserve,32.944575,117.099183
Odocoileus hemionus,Mule Deer,7/15/1996,5/31/2013,Tracks,30.000000,187.000000,217.000000,Scrub and Chaparral,1.000000,3.000000,Sabre Springs to Mercy Property,Los Penasquitos Canyon Preserve,32.944575,117.099183
Didelphis virginiana,Opossum,7/15/1996,5/31/2013,Scat,0.000000,2.000000,2.000000,Scrub and Chaparral,1.000000,3.000000,Sabre Springs to Mercy Property,Los Penasquitos Canyon Preserve,32.944575,117.099183
Didelphis virginiana,Opossum,7/15/1996,5/31/2013,Tracks,1.000000,7.000000,8.000000,Scrub and Chaparral,1.000000,3.000000,Sabre Springs to Mercy Property,Los Penasquitos Canyon Preserve,32.944575,117.099183
Procyon lotor,Raccoon,7/15/1996,5/31/2013,Scat,2.000000,2.000000,4.000000,Scrub and Chaparral,1.000000,3.000000,Sabre Springs to Mercy Property,Los Penasquitos Canyon Preserve,32.944575,117.099183
Procyon lotor,Raccoon,7/15/1996,5/31/2013,Tracks,9.000000,63.000000,72.000000,Scrub and Chaparral,1.000000,3.000000,Sabre Springs to Mercy Property,Los Penasquitos Canyon Preserve,32.944575,117.099183
Neotoma lepida,Woodrat/Packrat,7/15/1996,5/31/2013,Den/Bed Site,3.000000,113.000000,116.000000,Scrub and Chaparral,1.000000,3.000000,Sabre Springs to Mercy Property,Los Penasquitos Canyon Preserve,32.944575,117.099183
Neotoma lepida,Woodrat/Packrat,7/15/1996,5/31/2013,Scat,0.000000,1.000000,1.000000,Scrub and Chaparral,1.000000,3.000000,Sabre Springs to Mercy Property,Los Penasquitos Canyon Preserve,32.944575,117.099183
Neotoma lepida,Woodrat/Packrat,7/15/1996,5/31/2013,Tracks,1.000000,46.000000,47.000000,Scrub and Chaparral,1.000000,3.000000,Sabre Springs to Mercy Property,Los Penasquitos Canyon Preserve,32.944575,117.099183
Lynx rufus,Bobcat,7/15/1996,5/31/2013,Scat,29.000000,20.000000,49.000000,Scrub and Chaparral,1.000000,4.000000,Sabre Springs to Mercy Property,Los Penasquitos Canyon Preserve,32.943317,117.100858
Lynx rufus,Bobcat,7/15/1996,5/31/2013,Tracks,7.000000,12.000000,19.000000,Scrub and Chaparral,1.000000,4.000000,Sabre Springs to Mercy Property,Los Penasquitos Canyon Preserve,32.943317,117.100858
Puma concolor,Cougar,7/15/1996,5/31/2013,Scat,3.000000,3.000000,6.000000,Scrub and Chaparral,1.000000,4.000000,Sabre Springs to Mercy Property,Los Penasquitos Canyon Preserve,32.943317,117.100858
Puma concolor,Cougar,7/15/1996,5/31/2013,Tracks,0.000000,1.000000,1.000000,Scrub and Chaparral,1.000000,4.000000,Sabre Springs to Mercy Property,Los Penasquitos Canyon Preserve,32.943317,117.100858
Canis latrans,Coyote,7/15/1996,5/31/2013,Scat,71.000000,37.000000,108.000000,Scrub and Chaparral,1.000000,4.000000,Sabre Springs to Mercy Property,Los Penasquitos Canyon Preserve,32.943317,117.100858
Canis latrans,Coyote,7/15/1996,5/31/2013,Tracks,7.000000,55.000000,62.000000,Scrub and Chaparral,1.000000,4.000000,Sabre Springs to Mercy Property,Los Penasquitos Canyon Preserve,32.943317,117.100858
Urocyon cinereoargenteus,Gray Fox,7/15/1996,5/31/2013,Scat,8.000000,9.000000,17.000000,Scrub and Chaparral,1.000000,4.000000,Sabre Springs to Mercy Property,Los Penasquitos Canyon Preserve,32.943317,117.100858
Urocyon cinereoargenteus,Gray Fox,7/15/1996,5/31/2013,Tracks,1.000000,3.000000,4.000000,Scrub and Chaparral,1.000000,4.000000,Sabre Springs to Mercy Property,Los Penasquitos Canyon Preserve,32.943317,117.100858
Odocoileus hemionus,Mule Deer,7/15/1996,5/31/2013,Browse,3.000000,11.000000,14.000000,Scrub and Chaparral,1.000000,4.000000,Sabre Springs to Mercy Property,Los Penasquitos Canyon Preserve,32.943317,117.100858
Odocoileus hemionus,Mule Deer,7/15/1996,5/31/2013,Den/Bed Site,0.000000,1.000000,1.000000,Scrub and Chaparral,1.000000,4.000000,Sabre Springs to Mercy Property,Los Penasquitos Canyon Preserve,32.943317,117.100858
Odocoileus hemionus,Mule Deer,7/15/1996,5/31/2013,Scat,0.000000,1.000000,1.000000,Scrub and Chaparral,1.000000,4.000000,Sabre Springs to Mercy Property,Los Penasquitos Canyon Preserve,32.943317,117.100858
Odocoileus hemionus,Mule Deer,7/15/1996,5/31/2013,Tracks,34.000000,127.000000,161.000000,Scrub and Chaparral,1.000000,4.000000,Sabre Springs to Mercy Property,Los Penasquitos Canyon Preserve,32.943317,117.100858
Didelphis virginiana,Opossum,7/15/1996,5/31/2013,Den/Bed Site,0.000000,1.000000,1.000000,Scrub and Chaparral,1.000000,4.000000,Sabre Springs to Mercy Property,Los Penasquitos Canyon Preserve,32.943317,117.100858
Didelphis virginiana,Opossum,7/15/1996,5/31/2013,Tracks,0.000000,2.000000,2.000000,Scrub and Chaparral,1.000000,4.000000,Sabre Springs to Mercy Property,Los Penasquitos Canyon Preserve,32.943317,117.100858
Procyon lotor,Raccoon,7/15/1996,5/31/2013,Scat,0.000000,2.000000,2.000000,Scrub and Chaparral,1.000000,4.000000,Sabre Springs to Mercy Property,Los Penasquitos Canyon Preserve,32.943317,117.100858
Procyon lotor,Raccoon,7/15/1996,5/31/2013,Tracks,7.000000,48.000000,55.000000,Scrub and Chaparral,1.000000,4.000000,Sabre Springs to Mercy Property,Los Penasquitos Canyon Preserve,32.943317,117.100858
Neotoma lepida,Woodrat/Packrat,7/15/1996,5/31/2013,Den/Bed Site,5.000000,198.000000,203.000000,Scrub and Chaparral,1.000000,4.000000,Sabre Springs to Mercy Property,Los Penasquitos Canyon Preserve,32.943317,117.100858
Neotoma lepida,Woodrat/Packrat,7/15/1996,5/31/2013,Scat,0.000000,5.000000,5.000000,Scrub and Chaparral,1.000000,4.000000,Sabre Springs to Mercy Property,Los Penasquitos Canyon Preserve,32.943317,117.100858
Neotoma lepida,Woodrat/Packrat,7/15/1996,5/31/2013,Sighting,0.000000,1.000000,1.000000,Scrub and Chaparral,1.000000,4.000000,Sabre Springs to Mercy Property,Los Penasquitos Canyon Preserve,32.943317,117.100858
Neotoma lepida,Woodrat/Packrat,7/15/1996,5/31/2013,Tracks,0.000000,17.000000,17.000000,Scrub and Chaparral,1.000000,4.000000,Sabre Springs to Mercy Property,Los Penasquitos Canyon Preserve,32.943317,117.100858
Lepus californicus,Black Tailed Jackrabbit,7/15/1996,5/31/2013,Scat,0.000000,1.000000,1.000000,Riparian and Bottomland Habitat,1.000000,5.000000,Sabre Springs to Mercy Property,Los Penasquitos Canyon Preserve,32.943567,117.103225
Lynx rufus,Bobcat,7/15/1996,5/31/2013,Evidence of Predation,0.000000,1.000000,1.000000,Riparian and Bottomland Habitat,1.000000,5.000000,Sabre Springs to Mercy Property,Los Penasquitos Canyon Preserve,32.943567,117.103225
Lynx rufus,Bobcat,7/15/1996,5/31/2013,Scat,41.000000,37.000000,78.000000,Riparian and Bottomland Habitat,1.000000,5.000000,Sabre Springs to Mercy Property,Los Penasquitos Canyon Preserve,32.943567,117.103225
Lynx rufus,Bobcat,7/15/1996,5/31/2013,Tracks,0.000000,18.000000,18.000000,Riparian and Bottomland Habitat,1.000000,5.000000,Sabre Springs to Mercy Property,Los Penasquitos Canyon Preserve,32.943567,117.103225
Puma concolor,Cougar,7/15/1996,5/31/2013,Scat,1.000000,0.000000,1.000000,Riparian and Bottomland Habitat,1.000000,5.000000,Sabre Springs to Mercy Property,Los Penasquitos Canyon Preserve,32.943567,117.103225
Canis latrans,Coyote,7/15/1996,5/31/2013,Evidence of Predation,0.000000,1.000000,1.000000,Riparian and Bottomland Habitat,1.000000,5.000000,Sabre Springs to Mercy Property,Los Penasquitos Canyon Preserve,32.943567,117.103225
Canis latrans,Coyote,7/15/1996,5/31/2013,Scat,99.000000,37.000000,136.000000,Riparian and Bottomland Habitat,1.000000,5.000000,Sabre Springs to Mercy Property,Los Penasquitos Canyon Preserve,32.943567,117.103225
Canis latrans,Coyote,7/15/1996,5/31/2013,Tracks,2.000000,57.000000,59.000000,Riparian and Bottomland Habitat,1.000000,5.000000,Sabre Springs to Mercy Property,Los Penasquitos Canyon Preserve,32.943567,117.103225
Urocyon cinereoargenteus,Gray Fox,7/15/1996,5/31/2013,Scat,3.000000,5.000000,8.000000,Riparian and Bottomland Habitat,1.000000,5.000000,Sabre Springs to Mercy Property,Los Penasquitos Canyon Preserve,32.943567,117.103225
Urocyon cinereoargenteus,Gray Fox,7/15/1996,5/31/2013,Tracks,0.000000,7.000000,7.000000,Riparian and Bottomland Habitat,1.000000,5.000000,Sabre Springs to Mercy Property,Los Penasquitos Canyon Preserve,32.943567,117.103225
Odocoileus hemionus,Mule Deer,7/15/1996,5/31/2013,Browse,2.000000,15.000000,17.000000,Riparian and Bottomland Habitat,1.000000,5.000000,Sabre Springs to Mercy Property,Los Penasquitos Canyon Preserve,32.943567,117.103225
Odocoileus hemionus,Mule Deer,7/15/1996,5/31/2013,Tracks,5.000000,55.000000,60.000000,Riparian and Bottomland Habitat,1.000000,5.000000,Sabre Springs to Mercy Property,Los Penasquitos Canyon Preserve,32.943567,117.103225
Didelphis virginiana,Opossum,7/15/1996,5/31/2013,Tracks,0.000000,6.000000,6.000000,Riparian and Bottomland Habitat,1.000000,5.000000,Sabre Springs to Mercy Property,Los Penasquitos Canyon Preserve,32.943567,117.103225
Procyon lotor,Raccoon,7/15/1996,5/31/2013,Scat,1.000000,0.000000,1.000000,Riparian and Bottomland Habitat,1.000000,5.000000,Sabre Springs to Mercy Property,Los Penasquitos Canyon Preserve,32.943567,117.103225
Procyon lotor,Raccoon,7/15/1996,5/31/2013,Tracks,1.000000,38.000000,39.000000,Riparian and Bottomland Habitat,1.000000,5.000000,Sabre Springs to Mercy Property,Los Penasquitos Canyon Preserve,32.943567,117.103225
Neotoma lepida,Woodrat/Packrat,7/15/1996,5/31/2013,Den/Bed Site,2.000000,165.000000,167.000000,Riparian and Bottomland Habitat,1.000000,5.000000,Sabre Springs to Mercy Property,Los Penasquitos Canyon Preserve,32.943567,117.103225
Neotoma lepida,Woodrat/Packrat,7/15/1996,5/31/2013,Scat,0.000000,3.000000,3.000000,Riparian and Bottomland Habitat,1.000000,5.000000,Sabre Springs to Mercy Property,Los Penasquitos Canyon Preserve,32.943567,117.103225
Neotoma lepida,Woodrat/Packrat,7/15/1996,5/31/2013,Tracks,1.000000,21.000000,22.000000,Riparian and Bottomland Habitat,1.000000,5.000000,Sabre Springs to Mercy Property,Los Penasquitos Canyon Preserve,32.943567,117.103225
Lynx rufus,Bobcat,7/15/1996,5/31/2013,Scat,12.000000,13.000000,25.000000,Scrub and Chaparral,1.000000,6.000000,Sabre Springs to Mercy Property,Los Penasquitos Canyon Preserve,32.944000,117.105717
Lynx rufus,Bobcat,7/15/1996,5/31/2013,Tracks,0.000000,4.000000,4.000000,Scrub and Chaparral,1.000000,6.000000,Sabre Springs to Mercy Property,Los Penasquitos Canyon Preserve,32.944000,117.105717
Puma concolor,Cougar,7/15/1996,5/31/2013,Scat,3.000000,0.000000,3.000000,Scrub and Chaparral,1.000000,6.000000,Sabre Springs to Mercy Property,Los Penasquitos Canyon Preserve,32.944000,117.105717
Puma concolor,Cougar,7/15/1996,5/31/2013,Tracks,1.000000,0.000000,1.000000,Scrub and Chaparral,1.000000,6.000000,Sabre Springs to Mercy Property,Los Penasquitos Canyon Preserve,32.944000,117.105717
Canis latrans,Coyote,7/15/1996,5/31/2013,Evidence of Predation,0.000000,1.000000,1.000000,Scrub and Chaparral,1.000000,6.000000,Sabre Springs to Mercy Property,Los Penasquitos Canyon Preserve,32.944000,117.105717
Canis latrans,Coyote,7/15/1996,5/31/2013,Scat,35.000000,32.000000,67.000000,Scrub and Chaparral,1.000000,6.000000,Sabre Springs to Mercy Property,Los Penasquitos Canyon Preserve,32.944000,117.105717
Canis latrans,Coyote,7/15/1996,5/31/2013,Tracks,2.000000,27.000000,29.000000,Scrub and Chaparral,1.000000,6.000000,Sabre Springs to Mercy Property,Los Penasquitos Canyon Preserve,32.944000,117.105717
Urocyon cinereoargenteus,Gray Fox,7/15/1996,5/31/2013,Scat,3.000000,4.000000,7.000000,Scrub and Chaparral,1.000000,6.000000,Sabre Springs to Mercy Property,Los Penasquitos Canyon Preserve,32.944000,117.105717
Odocoileus hemionus,Mule Deer,7/15/1996,5/31/2013,Browse,2.000000,3.000000,5.000000,Scrub and Chaparral,1.000000,6.000000,Sabre Springs to Mercy Property,Los Penasquitos Canyon Preserve,32.944000,117.105717
Odocoileus hemionus,Mule Deer,7/15/1996,5/31/2013,Scat,2.000000,3.000000,5.000000,Scrub and Chaparral,1.000000,6.000000,Sabre Springs to Mercy Property,Los Penasquitos Canyon Preserve,32.944000,117.105717
Odocoileus hemionus,Mule Deer,7/15/1996,5/31/2013,Tracks,2.000000,22.000000,24.000000,Scrub and Chaparral,1.000000,6.000000,Sabre Springs to Mercy Property,Los Penasquitos Canyon Preserve,32.944000,117.105717
Didelphis virginiana,Opossum,7/15/1996,5/31/2013,Tracks,0.000000,2.000000,2.000000,Scrub and Chaparral,1.000000,6.000000,Sabre Springs to Mercy Property,Los Penasquitos Canyon Preserve,32.944000,117.105717
Procyon lotor,Raccoon,7/15/1996,5/31/2013,Scat,0.000000,1.000000,1.000000,Scrub and Chaparral,1.000000,6.000000,Sabre Springs to Mercy Property,Los Penasquitos Canyon Preserve,32.944000,117.105717
Procyon lotor,Raccoon,7/15/1996,5/31/2013,Tracks,2.000000,10.000000,12.000000,Scrub and Chaparral,1.000000,6.000000,Sabre Springs to Mercy Property,Los Penasquitos Canyon Preserve,32.944000,117.105717
Neotoma lepida,Woodrat/Packrat,7/15/1996,5/31/2013,Den/Bed Site,7.000000,169.000000,176.000000,Scrub and Chaparral,1.000000,6.000000,Sabre Springs to Mercy Property,Los Penasquitos Canyon Preserve,32.944000,117.105717
Neotoma lepida,Woodrat/Packrat,7/15/1996,5/31/2013,Scat,0.000000,3.000000,3.000000,Scrub and Chaparral,1.000000,6.000000,Sabre Springs to Mercy Property,Los Penasquitos Canyon Preserve,32.944000,117.105717
Neotoma lepida,Woodrat/Packrat,7/15/1996,5/31/2013,Tracks,0.000000,14.000000,14.000000,Scrub and Chaparral,1.000000,6.000000,Sabre Springs to Mercy Property,Los Penasquitos Canyon Preserve,32.944000,117.105717
Lynx rufus,Bobcat,7/15/1996,5/31/2013,Scat,0.000000,4.000000,4.000000,Scrub and Chaparral,1.000000,7.000000,Sabre Springs to Mercy Property,Los Penasquitos Canyon Preserve,32.943225,117.107183
Lynx rufus,Bobcat,7/15/1996,5/31/2013,Tracks,0.000000,8.000000,8.000000,Scrub and Chaparral,1.000000,7.000000,Sabre Springs to Mercy Property,Los Penasquitos Canyon Preserve,32.943225,117.107183
Canis latrans,Coyote,7/15/1996,5/31/2013,Scat,7.000000,3.000000,10.000000,Scrub and Chaparral,1.000000,7.000000,Sabre Springs to Mercy Property,Los Penasquitos Canyon Preserve,32.943225,117.107183
Canis latrans,Coyote,7/15/1996,5/31/2013,Tracks,0.000000,31.000000,31.000000,Scrub and Chaparral,1.000000,7.000000,Sabre Springs to Mercy Property,Los Penasquitos Canyon Preserve,32.943225,117.107183
Urocyon cinereoargenteus,Gray Fox,7/15/1996,5/31/2013,Scat,0.000000,4.000000,4.000000,Scrub and Chaparral,1.000000,7.000000,Sabre Springs to Mercy Property,Los Penasquitos Canyon Preserve,32.943225,117.107183
Urocyon cinereoargenteus,Gray Fox,7/15/1996,5/31/2013,Tracks,0.000000,5.000000,5.000000,Scrub and Chaparral,1.000000,7.000000,Sabre Springs to Mercy Property,Los Penasquitos Canyon Preserve,32.943225,117.107183
Odocoileus hemionus,Mule Deer,7/15/1996,5/31/2013,Browse,4.000000,24.000000,28.000000,Scrub and Chaparral,1.000000,7.000000,Sabre Springs to Mercy Property,Los Penasquitos Canyon Preserve,32.943225,117.107183
Odocoileus hemionus,Mule Deer,7/15/1996,5/31/2013,Scat,1.000000,2.000000,3.000000,Scrub and Chaparral,1.000000,7.000000,Sabre Springs to Mercy Property,Los Penasquitos Canyon Preserve,32.943225,117.107183
Odocoileus hemionus,Mule Deer,7/15/1996,5/31/2013,Sighting,0.000000,1.000000,1.000000,Scrub and Chaparral,1.000000,7.000000,Sabre Springs to Mercy Property,Los Penasquitos Canyon Preserve,32.943225,117.107183
Odocoileus hemionus,Mule Deer,7/15/1996,5/31/2013,Tracks,30.000000,94.000000,124.000000,Scrub and Chaparral,1.000000,7.000000,Sabre Springs to Mercy Property,Los Penasquitos Canyon Preserve,32.943225,117.107183
