SNAME,CNAME,ACT_DATE,DEACT_DATE,TRACK_SIGN,TOT_HIST,TOT_FRESH,TOT_SIGHT,VEG_CAT,TRANSID,SECTION,TRANSNAME,SITE,LAT_MID,LONG_MID
Procyon lotor,Raccoon,7/15/1996,5/31/2013,Scat,2.000000,0.000000,2.000000,"Grasslands, Vernal Pools, Meadows, and Other Herb Communities",13.000000,6.000000,North Side PQ 2.5 Mile East to Waterfall,Los Penasquitos Canyon Preserve,32.924153,117.187128
Procyon lotor,Raccoon,7/15/1996,5/31/2013,Tracks,0.000000,23.000000,23.000000,"Grasslands, Vernal Pools, Meadows, and Other Herb Communities",13.000000,6.000000,North Side PQ 2.5 Mile East to Waterfall,Los Penasquitos Canyon Preserve,32.924153,117.187128
Lynx rufus,Bobcat,7/15/1996,5/31/2013,Scat,12.000000,6.000000,18.000000,"Non-Native Vegetation, Developed Areas, or Unvegetated Habitat",15.000000,1.000000,North Side La Cantina Secret Crossing East to Wagon Wheel Crossing,Los Penasquitos Canyon Preserve,32.907428,117.213544
Lynx rufus,Bobcat,7/15/1996,5/31/2013,Tracks,1.000000,5.000000,6.000000,"Non-Native Vegetation, Developed Areas, or Unvegetated Habitat",15.000000,1.000000,North Side La Cantina Secret Crossing East to Wagon Wheel Crossing,Los Penasquitos Canyon Preserve,32.907428,117.213544
Puma concolor,Cougar,7/15/1996,5/31/2013,Scat,0.000000,1.000000,1.000000,"Non-Native Vegetation, Developed Areas, or Unvegetated Habitat",15.000000,1.000000,North Side La Cantina Secret Crossing East to Wagon Wheel Crossing,Los Penasquitos Canyon Preserve,32.907428,117.213544
Puma concolor,Cougar,7/15/1996,5/31/2013,Tracks,0.000000,2.000000,2.000000,"Non-Native Vegetation, Developed Areas, or Unvegetated Habitat",15.000000,1.000000,North Side La Cantina Secret Crossing East to Wagon Wheel Crossing,Los Penasquitos Canyon Preserve,32.907428,117.213544
Canis latrans,Coyote,7/15/1996,5/31/2013,Evidence of Predation,0.000000,2.000000,2.000000,"Non-Native Vegetation, Developed Areas, or Unvegetated Habitat",15.000000,1.000000,North Side La Cantina Secret Crossing East to Wagon Wheel Crossing,Los Penasquitos Canyon Preserve,32.907428,117.213544
Canis latrans,Coyote,7/15/1996,5/31/2013,Scat,85.000000,38.000000,123.000000,"Non-Native Vegetation, Developed Areas, or Unvegetated Habitat",15.000000,1.000000,North Side La Cantina Secret Crossing East to Wagon Wheel Crossing,Los Penasquitos Canyon Preserve,32.907428,117.213544
Canis latrans,Coyote,7/15/1996,5/31/2013,Sighting,0.000000,1.000000,1.000000,"Non-Native Vegetation, Developed Areas, or Unvegetated Habitat",15.000000,1.000000,North Side La Cantina Secret Crossing East to Wagon Wheel Crossing,Los Penasquitos Canyon Preserve,32.907428,117.213544
Canis latrans,Coyote,7/15/1996,5/31/2013,Tracks,13.000000,64.000000,77.000000,"Non-Native Vegetation, Developed Areas, or Unvegetated Habitat",15.000000,1.000000,North Side La Cantina Secret Crossing East to Wagon Wheel Crossing,Los Penasquitos Canyon Preserve,32.907428,117.213544
Urocyon cinereoargenteus,Gray Fox,7/15/1996,5/31/2013,Scat,4.000000,5.000000,9.000000,"Non-Native Vegetation, Developed Areas, or Unvegetated Habitat",15.000000,1.000000,North Side La Cantina Secret Crossing East to Wagon Wheel Crossing,Los Penasquitos Canyon Preserve,32.907428,117.213544
Odocoileus hemionus,Mule Deer,7/15/1996,5/31/2013,Browse,79.000000,202.000000,281.000000,"Non-Native Vegetation, Developed Areas, or Unvegetated Habitat",15.000000,1.000000,North Side La Cantina Secret Crossing East to Wagon Wheel Crossing,Los Penasquitos Canyon Preserve,32.907428,117.213544
Odocoileus hemionus,Mule Deer,7/15/1996,5/31/2013,Carcass,0.000000,1.000000,1.000000,"Non-Native Vegetation, Developed Areas, or Unvegetated Habitat",15.000000,1.000000,North Side La Cantina Secret Crossing East to Wagon Wheel Crossing,Los Penasquitos Canyon Preserve,32.907428,117.213544
Odocoileus hemionus,Mule Deer,7/15/1996,5/31/2013,Den/Bed Site,0.000000,5.000000,5.000000,"Non-Native Vegetation, Developed Areas, or Unvegetated Habitat",15.000000,1.000000,North Side La Cantina Secret Crossing East to Wagon Wheel Crossing,Los Penasquitos Canyon Preserve,32.907428,117.213544
Odocoileus hemionus,Mule Deer,7/15/1996,5/31/2013,Rub,10.000000,10.000000,20.000000,"Non-Native Vegetation, Developed Areas, or Unvegetated Habitat",15.000000,1.000000,North Side La Cantina Secret Crossing East to Wagon Wheel Crossing,Los Penasquitos Canyon Preserve,32.907428,117.213544
Odocoileus hemionus,Mule Deer,7/15/1996,5/31/2013,Scat,3.000000,18.000000,21.000000,"Non-Native Vegetation, Developed Areas, or Unvegetated Habitat",15.000000,1.000000,North Side La Cantina Secret Crossing East to Wagon Wheel Crossing,Los Penasquitos Canyon Preserve,32.907428,117.213544
Odocoileus hemionus,Mule Deer,7/15/1996,5/31/2013,Sighting,3.000000,7.000000,10.000000,"Non-Native Vegetation, Developed Areas, or Unvegetated Habitat",15.000000,1.000000,North Side La Cantina Secret Crossing East to Wagon Wheel Crossing,Los Penasquitos Canyon Preserve,32.907428,117.213544
Odocoileus hemionus,Mule Deer,7/15/1996,5/31/2013,Tracks,29.000000,185.000000,214.000000,"Non-Native Vegetation, Developed Areas, or Unvegetated Habitat",15.000000,1.000000,North Side La Cantina Secret Crossing East to Wagon Wheel Crossing,Los Penasquitos Canyon Preserve,32.907428,117.213544
Didelphis virginiana,Opossum,7/15/1996,5/31/2013,Tracks,0.000000,1.000000,1.000000,"Non-Native Vegetation, Developed Areas, or Unvegetated Habitat",15.000000,1.000000,North Side La Cantina Secret Crossing East to Wagon Wheel Crossing,Los Penasquitos Canyon Preserve,32.907428,117.213544
Procyon lotor,Raccoon,7/15/1996,5/31/2013,Evidence of Predation,0.000000,2.000000,2.000000,"Non-Native Vegetation, Developed Areas, or Unvegetated Habitat",15.000000,1.000000,North Side La Cantina Secret Crossing East to Wagon Wheel Crossing,Los Penasquitos Canyon Preserve,32.907428,117.213544
Procyon lotor,Raccoon,7/15/1996,5/31/2013,Scat,4.000000,1.000000,5.000000,"Non-Native Vegetation, Developed Areas, or Unvegetated Habitat",15.000000,1.000000,North Side La Cantina Secret Crossing East to Wagon Wheel Crossing,Los Penasquitos Canyon Preserve,32.907428,117.213544
Procyon lotor,Raccoon,7/15/1996,5/31/2013,Tracks,4.000000,32.000000,36.000000,"Non-Native Vegetation, Developed Areas, or Unvegetated Habitat",15.000000,1.000000,North Side La Cantina Secret Crossing East to Wagon Wheel Crossing,Los Penasquitos Canyon Preserve,32.907428,117.213544
Neotoma lepida,Woodrat/Packrat,7/15/1996,5/31/2013,Tracks,0.000000,1.000000,1.000000,"Non-Native Vegetation, Developed Areas, or Unvegetated Habitat",15.000000,1.000000,North Side La Cantina Secret Crossing East to Wagon Wheel Crossing,Los Penasquitos Canyon Preserve,32.907428,117.213544
Lynx rufus,Bobcat,7/15/1996,5/31/2013,Scat,1.000000,0.000000,1.000000,"Non-Native Vegetation, Developed Areas, or Unvegetated Habitat",15.000000,2.000000,North Side La Cantina Secret Crossing East to Wagon Wheel Crossing,Los Penasquitos Canyon Preserve,32.909186,117.209969
Canis latrans,Coyote,7/15/1996,5/31/2013,Scat,20.000000,5.000000,25.000000,"Non-Native Vegetation, Developed Areas, or Unvegetated Habitat",15.000000,2.000000,North Side La Cantina Secret Crossing East to Wagon Wheel Crossing,Los Penasquitos Canyon Preserve,32.909186,117.209969
Canis latrans,Coyote,7/15/1996,5/31/2013,Tracks,3.000000,17.000000,20.000000,"Non-Native Vegetation, Developed Areas, or Unvegetated Habitat",15.000000,2.000000,North Side La Cantina Secret Crossing East to Wagon Wheel Crossing,Los Penasquitos Canyon Preserve,32.909186,117.209969
Urocyon cinereoargenteus,Gray Fox,7/15/1996,5/31/2013,Scat,0.000000,1.000000,1.000000,"Non-Native Vegetation, Developed Areas, or Unvegetated Habitat",15.000000,2.000000,North Side La Cantina Secret Crossing East to Wagon Wheel Crossing,Los Penasquitos Canyon Preserve,32.909186,117.209969
Odocoileus hemionus,Mule Deer,7/15/1996,5/31/2013,Browse,35.000000,114.000000,149.000000,"Non-Native Vegetation, Developed Areas, or Unvegetated Habitat",15.000000,2.000000,North Side La Cantina Secret Crossing East to Wagon Wheel Crossing,Los Penasquitos Canyon Preserve,32.909186,117.209969
Odocoileus hemionus,Mule Deer,7/15/1996,5/31/2013,Den/Bed Site,2.000000,6.000000,8.000000,"Non-Native Vegetation, Developed Areas, or Unvegetated Habitat",15.000000,2.000000,North Side La Cantina Secret Crossing East to Wagon Wheel Crossing,Los Penasquitos Canyon Preserve,32.909186,117.209969
Odocoileus hemionus,Mule Deer,7/15/1996,5/31/2013,Rub,22.000000,27.000000,49.000000,"Non-Native Vegetation, Developed Areas, or Unvegetated Habitat",15.000000,2.000000,North Side La Cantina Secret Crossing East to Wagon Wheel Crossing,Los Penasquitos Canyon Preserve,32.909186,117.209969
Odocoileus hemionus,Mule Deer,7/15/1996,5/31/2013,Scat,3.000000,42.000000,45.000000,"Non-Native Vegetation, Developed Areas, or Unvegetated Habitat",15.000000,2.000000,North Side La Cantina Secret Crossing East to Wagon Wheel Crossing,Los Penasquitos Canyon Preserve,32.909186,117.209969
Odocoileus hemionus,Mule Deer,7/15/1996,5/31/2013,Tracks,17.000000,86.000000,103.000000,"Non-Native Vegetation, Developed Areas, or Unvegetated Habitat",15.000000,2.000000,North Side La Cantina Secret Crossing East to Wagon Wheel Crossing,Los Penasquitos Canyon Preserve,32.909186,117.209969
Procyon lotor,Raccoon,7/15/1996,5/31/2013,Evidence of Predation,1.000000,1.000000,2.000000,"Non-Native Vegetation, Developed Areas, or Unvegetated Habitat",15.000000,2.000000,North Side La Cantina Secret Crossing East to Wagon Wheel Crossing,Los Penasquitos Canyon Preserve,32.909186,117.209969
Procyon lotor,Raccoon,7/15/1996,5/31/2013,Tracks,0.000000,12.000000,12.000000,"Non-Native Vegetation, Developed Areas, or Unvegetated Habitat",15.000000,2.000000,North Side La Cantina Secret Crossing East to Wagon Wheel Crossing,Los Penasquitos Canyon Preserve,32.909186,117.209969
Neotoma lepida,Woodrat/Packrat,7/15/1996,5/31/2013,Tracks,0.000000,4.000000,4.000000,"Non-Native Vegetation, Developed Areas, or Unvegetated Habitat",15.000000,2.000000,North Side La Cantina Secret Crossing East to Wagon Wheel Crossing,Los Penasquitos Canyon Preserve,32.909186,117.209969
Lynx rufus,Bobcat,7/15/1996,5/31/2013,Scat,1.000000,0.000000,1.000000,"Grasslands, Vernal Pools, Meadows, and Other Herb Communities",15.000000,3.000000,North Side La Cantina Secret Crossing East to Wagon Wheel Crossing,Los Penasquitos Canyon Preserve,32.909953,117.208594
Lynx rufus,Bobcat,7/15/1996,5/31/2013,Tracks,2.000000,0.000000,2.000000,"Grasslands, Vernal Pools, Meadows, and Other Herb Communities",15.000000,3.000000,North Side La Cantina Secret Crossing East to Wagon Wheel Crossing,Los Penasquitos Canyon Preserve,32.909953,117.208594
Canis latrans,Coyote,7/15/1996,5/31/2013,Scat,35.000000,9.000000,44.000000,"Grasslands, Vernal Pools, Meadows, and Other Herb Communities",15.000000,3.000000,North Side La Cantina Secret Crossing East to Wagon Wheel Crossing,Los Penasquitos Canyon Preserve,32.909953,117.208594
Canis latrans,Coyote,7/15/1996,5/31/2013,Tracks,5.000000,9.000000,14.000000,"Grasslands, Vernal Pools, Meadows, and Other Herb Communities",15.000000,3.000000,North Side La Cantina Secret Crossing East to Wagon Wheel Crossing,Los Penasquitos Canyon Preserve,32.909953,117.208594
Odocoileus hemionus,Mule Deer,7/15/1996,5/31/2013,Browse,18.000000,35.000000,53.000000,"Grasslands, Vernal Pools, Meadows, and Other Herb Communities",15.000000,3.000000,North Side La Cantina Secret Crossing East to Wagon Wheel Crossing,Los Penasquitos Canyon Preserve,32.909953,117.208594
Odocoileus hemionus,Mule Deer,7/15/1996,5/31/2013,Tracks,16.000000,49.000000,65.000000,"Grasslands, Vernal Pools, Meadows, and Other Herb Communities",15.000000,3.000000,North Side La Cantina Secret Crossing East to Wagon Wheel Crossing,Los Penasquitos Canyon Preserve,32.909953,117.208594
Procyon lotor,Raccoon,7/15/1996,5/31/2013,Tracks,1.000000,3.000000,4.000000,"Grasslands, Vernal Pools, Meadows, and Other Herb Communities",15.000000,3.000000,North Side La Cantina Secret Crossing East to Wagon Wheel Crossing,Los Penasquitos Canyon Preserve,32.909953,117.208594
Lynx rufus,Bobcat,7/15/1996,5/31/2013,Scat,8.000000,2.000000,10.000000,"Grasslands, Vernal Pools, Meadows, and Other Herb Communities",15.000000,4.000000,North Side La Cantina Secret Crossing East to Wagon Wheel Crossing,Los Penasquitos Canyon Preserve,32.910828,117.207561
Lynx rufus,Bobcat,7/15/1996,5/31/2013,Tracks,0.000000,1.000000,1.000000,"Grasslands, Vernal Pools, Meadows, and Other Herb Communities",15.000000,4.000000,North Side La Cantina Secret Crossing East to Wagon Wheel Crossing,Los Penasquitos Canyon Preserve,32.910828,117.207561
Canis latrans,Coyote,7/15/1996,5/31/2013,Scat,32.000000,8.000000,40.000000,"Grasslands, Vernal Pools, Meadows, and Other Herb Communities",15.000000,4.000000,North Side La Cantina Secret Crossing East to Wagon Wheel Crossing,Los Penasquitos Canyon Preserve,32.910828,117.207561
Canis latrans,Coyote,7/15/1996,5/31/2013,Tracks,7.000000,25.000000,32.000000,"Grasslands, Vernal Pools, Meadows, and Other Herb Communities",15.000000,4.000000,North Side La Cantina Secret Crossing East to Wagon Wheel Crossing,Los Penasquitos Canyon Preserve,32.910828,117.207561
Urocyon cinereoargenteus,Gray Fox,7/15/1996,5/31/2013,Scat,2.000000,1.000000,3.000000,"Grasslands, Vernal Pools, Meadows, and Other Herb Communities",15.000000,4.000000,North Side La Cantina Secret Crossing East to Wagon Wheel Crossing,Los Penasquitos Canyon Preserve,32.910828,117.207561
Odocoileus hemionus,Mule Deer,7/15/1996,5/31/2013,Browse,15.000000,57.000000,72.000000,"Grasslands, Vernal Pools, Meadows, and Other Herb Communities",15.000000,4.000000,North Side La Cantina Secret Crossing East to Wagon Wheel Crossing,Los Penasquitos Canyon Preserve,32.910828,117.207561
Odocoileus hemionus,Mule Deer,7/15/1996,5/31/2013,Scat,0.000000,1.000000,1.000000,"Grasslands, Vernal Pools, Meadows, and Other Herb Communities",15.000000,4.000000,North Side La Cantina Secret Crossing East to Wagon Wheel Crossing,Los Penasquitos Canyon Preserve,32.910828,117.207561
Odocoileus hemionus,Mule Deer,7/15/1996,5/31/2013,Tracks,7.000000,66.000000,73.000000,"Grasslands, Vernal Pools, Meadows, and Other Herb Communities",15.000000,4.000000,North Side La Cantina Secret Crossing East to Wagon Wheel Crossing,Los Penasquitos Canyon Preserve,32.910828,117.207561
Procyon lotor,Raccoon,7/15/1996,5/31/2013,Evidence of Predation,0.000000,2.000000,2.000000,"Grasslands, Vernal Pools, Meadows, and Other Herb Communities",15.000000,4.000000,North Side La Cantina Secret Crossing East to Wagon Wheel Crossing,Los Penasquitos Canyon Preserve,32.910828,117.207561
Procyon lotor,Raccoon,7/15/1996,5/31/2013,Tracks,2.000000,6.000000,8.000000,"Grasslands, Vernal Pools, Meadows, and Other Herb Communities",15.000000,4.000000,North Side La Cantina Secret Crossing East to Wagon Wheel Crossing,Los Penasquitos Canyon Preserve,32.910828,117.207561
Lynx rufus,Bobcat,7/15/1996,5/31/2013,Scat,4.000000,2.000000,6.000000,"Grasslands, Vernal Pools, Meadows, and Other Herb Communities",15.000000,5.000000,North Side La Cantina Secret Crossing East to Wagon Wheel Crossing,Los Penasquitos Canyon Preserve,32.912861,117.206419
Lynx rufus,Bobcat,7/15/1996,5/31/2013,Tracks,0.000000,1.000000,1.000000,"Grasslands, Vernal Pools, Meadows, and Other Herb Communities",15.000000,5.000000,North Side La Cantina Secret Crossing East to Wagon Wheel Crossing,Los Penasquitos Canyon Preserve,32.912861,117.206419
Canis latrans,Coyote,7/15/1996,5/31/2013,Scat,61.000000,5.000000,66.000000,"Grasslands, Vernal Pools, Meadows, and Other Herb Communities",15.000000,5.000000,North Side La Cantina Secret Crossing East to Wagon Wheel Crossing,Los Penasquitos Canyon Preserve,32.912861,117.206419
Canis latrans,Coyote,7/15/1996,5/31/2013,Tracks,6.000000,12.000000,18.000000,"Grasslands, Vernal Pools, Meadows, and Other Herb Communities",15.000000,5.000000,North Side La Cantina Secret Crossing East to Wagon Wheel Crossing,Los Penasquitos Canyon Preserve,32.912861,117.206419
Urocyon cinereoargenteus,Gray Fox,7/15/1996,5/31/2013,Scat,0.000000,6.000000,6.000000,"Grasslands, Vernal Pools, Meadows, and Other Herb Communities",15.000000,5.000000,North Side La Cantina Secret Crossing East to Wagon Wheel Crossing,Los Penasquitos Canyon Preserve,32.912861,117.206419
Odocoileus hemionus,Mule Deer,7/15/1996,5/31/2013,Browse,11.000000,51.000000,62.000000,"Grasslands, Vernal Pools, Meadows, and Other Herb Communities",15.000000,5.000000,North Side La Cantina Secret Crossing East to Wagon Wheel Crossing,Los Penasquitos Canyon Preserve,32.912861,117.206419
Odocoileus hemionus,Mule Deer,7/15/1996,5/31/2013,Scat,2.000000,0.000000,2.000000,"Grasslands, Vernal Pools, Meadows, and Other Herb Communities",15.000000,5.000000,North Side La Cantina Secret Crossing East to Wagon Wheel Crossing,Los Penasquitos Canyon Preserve,32.912861,117.206419
Odocoileus hemionus,Mule Deer,7/15/1996,5/31/2013,Sighting,0.000000,3.000000,3.000000,"Grasslands, Vernal Pools, Meadows, and Other Herb Communities",15.000000,5.000000,North Side La Cantina Secret Crossing East to Wagon Wheel Crossing,Los Penasquitos Canyon Preserve,32.912861,117.206419
Odocoileus hemionus,Mule Deer,7/15/1996,5/31/2013,Tracks,15.000000,40.000000,55.000000,"Grasslands, Vernal Pools, Meadows, and Other Herb Communities",15.000000,5.000000,North Side La Cantina Secret Crossing East to Wagon Wheel Crossing,Los Penasquitos Canyon Preserve,32.912861,117.206419
Didelphis virginiana,Opossum,7/15/1996,5/31/2013,Tracks,1.000000,0.000000,1.000000,"Grasslands, Vernal Pools, Meadows, and Other Herb Communities",15.000000,5.000000,North Side La Cantina Secret Crossing East to Wagon Wheel Crossing,Los Penasquitos Canyon Preserve,32.912861,117.206419
Procyon lotor,Raccoon,7/15/1996,5/31/2013,Scat,2.000000,0.000000,2.000000,"Grasslands, Vernal Pools, Meadows, and Other Herb Communities",15.000000,5.000000,North Side La Cantina Secret Crossing East to Wagon Wheel Crossing,Los Penasquitos Canyon Preserve,32.912861,117.206419
Procyon lotor,Raccoon,7/15/1996,5/31/2013,Tracks,1.000000,2.000000,3.000000,"Grasslands, Vernal Pools, Meadows, and Other Herb Communities",15.000000,5.000000,North Side La Cantina Secret Crossing East to Wagon Wheel Crossing,Los Penasquitos Canyon Preserve,32.912861,117.206419
Neotoma lepida,Woodrat/Packrat,7/15/1996,5/31/2013,Den/Bed Site,0.000000,2.000000,2.000000,"Grasslands, Vernal Pools, Meadows, and Other Herb Communities",15.000000,5.000000,North Side La Cantina Secret Crossing East to Wagon Wheel Crossing,Los Penasquitos Canyon Preserve,32.912861,117.206419
Lepus californicus,Black Tailed Jackrabbit,7/15/1996,5/31/2013,Tracks,0.000000,1.000000,1.000000,Riparian and Bottomland Habitat,15.000000,6.000000,North Side La Cantina Secret Crossing East to Wagon Wheel Crossing,Los Penasquitos Canyon Preserve,32.914778,117.205436
Lynx rufus,Bobcat,7/15/1996,5/31/2013,Scat,9.000000,8.000000,17.000000,Riparian and Bottomland Habitat,15.000000,6.000000,North Side La Cantina Secret Crossing East to Wagon Wheel Crossing,Los Penasquitos Canyon Preserve,32.914778,117.205436
Lynx rufus,Bobcat,7/15/1996,5/31/2013,Tracks,3.000000,7.000000,10.000000,Riparian and Bottomland Habitat,15.000000,6.000000,North Side La Cantina Secret Crossing East to Wagon Wheel Crossing,Los Penasquitos Canyon Preserve,32.914778,117.205436
Canis latrans,Coyote,7/15/1996,5/31/2013,Scat,65.000000,17.000000,82.000000,Riparian and Bottomland Habitat,15.000000,6.000000,North Side La Cantina Secret Crossing East to Wagon Wheel Crossing,Los Penasquitos Canyon Preserve,32.914778,117.205436
Canis latrans,Coyote,7/15/1996,5/31/2013,Tracks,6.000000,38.000000,44.000000,Riparian and Bottomland Habitat,15.000000,6.000000,North Side La Cantina Secret Crossing East to Wagon Wheel Crossing,Los Penasquitos Canyon Preserve,32.914778,117.205436
Urocyon cinereoargenteus,Gray Fox,7/15/1996,5/31/2013,Scat,1.000000,1.000000,2.000000,Riparian and Bottomland Habitat,15.000000,6.000000,North Side La Cantina Secret Crossing East to Wagon Wheel Crossing,Los Penasquitos Canyon Preserve,32.914778,117.205436
Urocyon cinereoargenteus,Gray Fox,7/15/1996,5/31/2013,Tracks,0.000000,1.000000,1.000000,Riparian and Bottomland Habitat,15.000000,6.000000,North Side La Cantina Secret Crossing East to Wagon Wheel Crossing,Los Penasquitos Canyon Preserve,32.914778,117.205436
Odocoileus hemionus,Mule Deer,7/15/1996,5/31/2013,Browse,6.000000,28.000000,34.000000,Riparian and Bottomland Habitat,15.000000,6.000000,North Side La Cantina Secret Crossing East to Wagon Wheel Crossing,Los Penasquitos Canyon Preserve,32.914778,117.205436
Odocoileus hemionus,Mule Deer,7/15/1996,5/31/2013,Rub,0.000000,2.000000,2.000000,Riparian and Bottomland Habitat,15.000000,6.000000,North Side La Cantina Secret Crossing East to Wagon Wheel Crossing,Los Penasquitos Canyon Preserve,32.914778,117.205436
Odocoileus hemionus,Mule Deer,7/15/1996,5/31/2013,Scat,1.000000,5.000000,6.000000,Riparian and Bottomland Habitat,15.000000,6.000000,North Side La Cantina Secret Crossing East to Wagon Wheel Crossing,Los Penasquitos Canyon Preserve,32.914778,117.205436
Odocoileus hemionus,Mule Deer,7/15/1996,5/31/2013,Sighting,0.000000,1.000000,1.000000,Riparian and Bottomland Habitat,15.000000,6.000000,North Side La Cantina Secret Crossing East to Wagon Wheel Crossing,Los Penasquitos Canyon Preserve,32.914778,117.205436
Odocoileus hemionus,Mule Deer,7/15/1996,5/31/2013,Tracks,17.000000,92.000000,109.000000,Riparian and Bottomland Habitat,15.000000,6.000000,North Side La Cantina Secret Crossing East to Wagon Wheel Crossing,Los Penasquitos Canyon Preserve,32.914778,117.205436
Didelphis virginiana,Opossum,7/15/1996,5/31/2013,Tracks,0.000000,1.000000,1.000000,Riparian and Bottomland Habitat,15.000000,6.000000,North Side La Cantina Secret Crossing East to Wagon Wheel Crossing,Los Penasquitos Canyon Preserve,32.914778,117.205436
Procyon lotor,Raccoon,7/15/1996,5/31/2013,Tracks,7.000000,20.000000,27.000000,Riparian and Bottomland Habitat,15.000000,6.000000,North Side La Cantina Secret Crossing East to Wagon Wheel Crossing,Los Penasquitos Canyon Preserve,32.914778,117.205436
Neotoma lepida,Woodrat/Packrat,7/15/1996,5/31/2013,Den/Bed Site,2.000000,14.000000,16.000000,Riparian and Bottomland Habitat,15.000000,6.000000,North Side La Cantina Secret Crossing East to Wagon Wheel Crossing,Los Penasquitos Canyon Preserve,32.914778,117.205436
Lynx rufus,Bobcat,7/15/1996,5/31/2013,Scat,4.000000,3.000000,7.000000,"Non-Native Vegetation, Developed Areas, or Unvegetated Habitat",15.000000,7.000000,North Side La Cantina Secret Crossing East to Wagon Wheel Crossing,Los Penasquitos Canyon Preserve,32.915394,117.203553
Canis latrans,Coyote,7/15/1996,5/31/2013,Evidence of Predation,1.000000,0.000000,1.000000,"Non-Native Vegetation, Developed Areas, or Unvegetated Habitat",15.000000,7.000000,North Side La Cantina Secret Crossing East to Wagon Wheel Crossing,Los Penasquitos Canyon Preserve,32.915394,117.203553
Canis latrans,Coyote,7/15/1996,5/31/2013,Scat,62.000000,7.000000,69.000000,"Non-Native Vegetation, Developed Areas, or Unvegetated Habitat",15.000000,7.000000,North Side La Cantina Secret Crossing East to Wagon Wheel Crossing,Los Penasquitos Canyon Preserve,32.915394,117.203553
Canis latrans,Coyote,7/15/1996,5/31/2013,Tracks,3.000000,12.000000,15.000000,"Non-Native Vegetation, Developed Areas, or Unvegetated Habitat",15.000000,7.000000,North Side La Cantina Secret Crossing East to Wagon Wheel Crossing,Los Penasquitos Canyon Preserve,32.915394,117.203553
Urocyon cinereoargenteus,Gray Fox,7/15/1996,5/31/2013,Scat,3.000000,2.000000,5.000000,"Non-Native Vegetation, Developed Areas, or Unvegetated Habitat",15.000000,7.000000,North Side La Cantina Secret Crossing East to Wagon Wheel Crossing,Los Penasquitos Canyon Preserve,32.915394,117.203553
Urocyon cinereoargenteus,Gray Fox,7/15/1996,5/31/2013,Tracks,1.000000,0.000000,1.000000,"Non-Native Vegetation, Developed Areas, or Unvegetated Habitat",15.000000,7.000000,North Side La Cantina Secret Crossing East to Wagon Wheel Crossing,Los Penasquitos Canyon Preserve,32.915394,117.203553
Odocoileus hemionus,Mule Deer,7/15/1996,5/31/2013,Browse,8.000000,11.000000,19.000000,"Non-Native Vegetation, Developed Areas, or Unvegetated Habitat",15.000000,7.000000,North Side La Cantina Secret Crossing East to Wagon Wheel Crossing,Los Penasquitos Canyon Preserve,32.915394,117.203553
Odocoileus hemionus,Mule Deer,7/15/1996,5/31/2013,Den/Bed Site,1.000000,1.000000,2.000000,"Non-Native Vegetation, Developed Areas, or Unvegetated Habitat",15.000000,7.000000,North Side La Cantina Secret Crossing East to Wagon Wheel Crossing,Los Penasquitos Canyon Preserve,32.915394,117.203553
Odocoileus hemionus,Mule Deer,7/15/1996,5/31/2013,Scat,12.000000,5.000000,17.000000,"Non-Native Vegetation, Developed Areas, or Unvegetated Habitat",15.000000,7.000000,North Side La Cantina Secret Crossing East to Wagon Wheel Crossing,Los Penasquitos Canyon Preserve,32.915394,117.203553
Odocoileus hemionus,Mule Deer,7/15/1996,5/31/2013,Sighting,0.000000,1.000000,1.000000,"Non-Native Vegetation, Developed Areas, or Unvegetated Habitat",15.000000,7.000000,North Side La Cantina Secret Crossing East to Wagon Wheel Crossing,Los Penasquitos Canyon Preserve,32.915394,117.203553
Odocoileus hemionus,Mule Deer,7/15/1996,5/31/2013,Tracks,5.000000,46.000000,51.000000,"Non-Native Vegetation, Developed Areas, or Unvegetated Habitat",15.000000,7.000000,North Side La Cantina Secret Crossing East to Wagon Wheel Crossing,Los Penasquitos Canyon Preserve,32.915394,117.203553
Procyon lotor,Raccoon,7/15/1996,5/31/2013,Tracks,0.000000,3.000000,3.000000,"Non-Native Vegetation, Developed Areas, or Unvegetated Habitat",15.000000,7.000000,North Side La Cantina Secret Crossing East to Wagon Wheel Crossing,Los Penasquitos Canyon Preserve,32.915394,117.203553
Neotoma lepida,Woodrat/Packrat,7/15/1996,5/31/2013,Den/Bed Site,1.000000,12.000000,13.000000,"Non-Native Vegetation, Developed Areas, or Unvegetated Habitat",15.000000,7.000000,North Side La Cantina Secret Crossing East to Wagon Wheel Crossing,Los Penasquitos Canyon Preserve,32.915394,117.203553
Taxidea taxus,Badger,7/15/1996,5/31/2013,Sighting,1.000000,0.000000,1.000000,"Non-Native Vegetation, Developed Areas, or Unvegetated Habitat",17.000000,1.000000,The Merge Loop,Los Penasquitos Canyon Preserve,32.904892,117.218892
Lepus californicus,Black Tailed Jackrabbit,7/15/1996,5/31/2013,Tracks,1.000000,0.000000,1.000000,"Non-Native Vegetation, Developed Areas, or Unvegetated Habitat",17.000000,1.000000,The Merge Loop,Los Penasquitos Canyon Preserve,32.904892,117.218892
Lynx rufus,Bobcat,7/15/1996,5/31/2013,Scat,11.000000,4.000000,15.000000,"Non-Native Vegetation, Developed Areas, or Unvegetated Habitat",17.000000,1.000000,The Merge Loop,Los Penasquitos Canyon Preserve,32.904892,117.218892
